M4A1-S | Basilisk (Factory New);2.7;https://steamcommunity.com/market/listings/730/M4A1-S%20%7C%20Basilisk%20(Factory%20New);false;2019-01-22
Sawed-Off | Orange DDPAT (Field-Tested);2.7;https://steamcommunity.com/market/listings/730/Sawed-Off%20%7C%20Orange%20DDPAT%20(Field-Tested);false;2019-01-21
R8 Revolver | Llama Cannon (Well-Worn);2.7;https://steamcommunity.com/market/listings/730/R8%20Revolver%20%7C%20Llama%20Cannon%20(Well-Worn);false;2019-01-21
StatTrak™ P250 | Red Rock (Battle-Scarred);2.7;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20P250%20%7C%20Red%20Rock%20(Battle-Scarred);false;2019-01-22
Sticker | Natus Vincere (Foil) | Cologne 2015 ;2.7;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Natus%20Vincere%20(Foil)%20%7C%20Cologne%202015;false;2019-01-22
StatTrak™ AUG | Aristocrat (Battle-Scarred);2.7;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20AUG%20%7C%20Aristocrat%20(Battle-Scarred);false;2019-01-22
UMP-45 | Fallout Warning (Field-Tested);2.7;https://steamcommunity.com/market/listings/730/UMP-45%20%7C%20Fallout%20Warning%20(Field-Tested);false;2019-01-22
StatTrak™ Tec-9 | Blue Titanium (Factory New);2.69;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Tec-9%20%7C%20Blue%20Titanium%20(Factory%20New);false;2019-01-22
Desert Eagle | Heirloom (Minimal Wear);2.69;https://steamcommunity.com/market/listings/730/Desert%20Eagle%20%7C%20Heirloom%20(Minimal%20Wear);false;2019-01-20
AK-47 | Elite Build (Field-Tested);2.69;https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Elite%20Build%20(Field-Tested);false;2019-01-22
R8 Revolver | Reboot (Factory New);2.69;https://steamcommunity.com/market/listings/730/R8%20Revolver%20%7C%20Reboot%20(Factory%20New);false;2019-01-22
StatTrak™ FAMAS | Valence (Battle-Scarred);2.69;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20FAMAS%20%7C%20Valence%20(Battle-Scarred);false;2019-01-22
G3SG1 | Flux (Field-Tested);2.69;https://steamcommunity.com/market/listings/730/G3SG1%20%7C%20Flux%20(Field-Tested);false;2019-01-22
Souvenir AUG | Radiation Hazard (Minimal Wear);2.69;https://steamcommunity.com/market/listings/730/Souvenir%20AUG%20%7C%20Radiation%20Hazard%20(Minimal%20Wear);false;2019-01-21
